,id,corr
0,1818,0.8607268814572316
1,1832,0.8846322126959201
2,1845,0.8806370780885049
3,1850,0.7807913413371679
4,1856,0.8354072798649895
5,1897,0.784086986836025
6,1919,0.8379272137867753
7,1927,0.799478282499633
8,1941,0.9400711200191016
9,1954,0.6995879996620523
10,1977,0.834737304563732
11,1983,0.8246106670209281
12,1984,0.6320405543703788
13,1998,0.8792568323124131
14,2011,0.8630831903530586
15,2016,0.8883380625219777
16,2017,0.8245767282785668
17,2018,0.8915956172193356
18,2019,0.8663116378289193
19,2023,0.8899175027150116
20,2025,0.8322906889106998
21,2026,0.9103928861629248
22,2029,0.8982196964349441
23,2034,0.9247048882255783
24,2035,0.8590655099014188
25,2038,0.9164647443373674
26,2039,0.8926183093199103
27,2040,0.9064861885952457
28,2043,0.8025474496716967
29,2044,0.689124477024827
30,2045,0.893407416539193
31,2046,0.8847546401130674
32,2047,0.8988123694396153
33,2048,0.8828169405536698
34,2049,0.86146351684251
35,2050,0.7890068771144374
36,2052,0.9211528703114603
37,2053,0.9092037638726457
38,2054,0.8202497522334095
39,2055,0.8696687104899825
40,2056,0.8453279139996275
41,2059,0.9290836781143108
42,2064,0.8024860106588622
43,2065,0.7018706117354896
44,2066,0.722857054630147
45,2068,0.9000897846532289
46,2069,0.8852484846398807
47,2073,0.8857087856242847
48,2075,0.8715257224937493
49,2076,0.7813037097265833
50,2077,0.8795498938502319
51,2078,0.8997755796024841
52,2079,0.6782239478218849
53,2081,0.9235417412029423
54,2082,0.7928115077086247
55,2083,0.8866003863378341
56,2084,0.8749744810648833
57,2085,0.9125160635433553
58,2086,0.8630705467360972
59,2087,0.9302374862131313
60,2088,0.9136655429637617
61,2089,0.8892857142857141
62,2091,0.9060159994355492
63,2093,0.8402707477578379
64,2094,0.653100511801234
65,2095,0.8134863700237869
66,2096,0.9065064216739479
67,2097,0.8691974768559896
68,2098,0.9295176733460787
69,2099,0.9471751619203249
70,2101,0.8885075764936115
71,2102,0.8898215261139261
72,2105,0.9096349920120965
73,2108,0.737094107246671
74,2109,0.9549937104572925
75,2110,0.6783925574350345
76,2111,0.8389879452852337
77,2112,0.856062991545742
78,2113,0.8747366542661607
79,2114,0.9336139574322705
80,2115,0.8789810028482657
81,2116,0.8128066403605881
82,2117,0.7418804637456121
83,2121,0.8497800084813166
84,2122,0.6853366453863824
85,2123,0.8519384289712437
86,2125,0.818986542957523
87,2127,0.8649170704260901
88,2129,0.906420175267246
89,2130,0.9432687884199591
90,2131,0.8764736872412036
91,2132,0.7443008190375052
92,2133,0.8724213000792708
93,2134,0.9394158311796245
94,2135,0.6814714324329457
95,2136,0.9146798700075337
96,2137,0.8781418413475012
97,2138,0.781316517995894
98,2147,0.8993637812008549
99,2148,0.6594035619929823
100,2149,0.8496599312091532
101,2150,0.9616940968308646
102,2152,0.75458005269785
103,2153,0.863662565950241
104,2154,0.7072366587346472
105,2155,0.8655718789396456
106,2156,0.9169325185434168
107,2157,0.8095238095238096
108,2158,0.8542143171974811
109,2159,0.8786943396532385
110,2160,0.7913296303294053
111,2161,0.8482479281905624
112,2162,0.8382283901358171
113,2163,0.7557097820432929
114,2164,0.8375560496818403
115,2165,0.879669395986518
116,2166,-0.5147128031274107
117,2167,0.8256007025952903
118,2168,0.6272299155387749
119,2169,0.4863244349440517
120,2170,0.8201231958076127
121,2171,0.7431406483432053
122,2172,0.9056460966305754
123,2174,0.8815185645949867
124,2175,0.8069916344523778
125,2176,0.8270091355597428
126,2177,0.8947368421052633
127,2178,0.8539725285616812
128,2179,0.7383082796658869
129,2180,0.8771169037431235
130,2181,0.8442478397329971
131,2182,0.8659214250709604
132,2183,0.9084242059130411
133,2184,0.8730347389604557
134,2185,0.8409009480676839
135,2186,0.8937204496478556
136,2188,0.8839250556152156
137,2189,0.8843613836790419
138,2190,0.8753292361720807
139,2191,0.870161710874372
140,2192,0.8493410516737757
141,2193,0.6727661630058676
142,2194,0.8571140502593773
143,2195,0.7532758429849561
144,2196,0.6714294268258721
145,2197,0.8027433684746955
146,2199,0.8713400541170744
147,2200,0.8820618801755933
148,2201,0.8464285714285712
149,2202,0.7907965652649471
150,2203,0.7716410411961021
151,2204,0.3847634402380629
152,2205,0.883441541362983
153,2206,0.9207539568963848
154,2207,0.7838881772732258
155,2208,0.8945506184919546
156,2209,0.9139105980975862
157,2210,0.8675328468813838
158,2211,0.594618725379069
159,2212,0.7615129419677079
160,2213,0.8150904166854347
161,2214,0.824866146473954
162,2215,0.7564887586180993
163,2216,0.8925946171082318
164,2217,0.9365093746534879
165,2218,0.7066287735455473
166,2219,0.6969696969696969
167,2220,0.8653662124239243
168,2221,0.5099496618023535
169,2222,0.855486031083339
170,2223,0.9032286717438053
171,2224,0.8231780702414495
172,2225,0.8717157876206872
173,2226,0.7472527472527472
174,2227,0.8982106996874784
175,2228,0.8056989817238502
176,2229,0.9684270140350553
177,2231,0.8205405287301288
178,2232,0.873981772287624
179,2234,0.8307226818957263
180,2235,0.876022734599004
181,2236,0.7411455005715302
182,2237,0.8846363377540057
183,2238,0.21251185925162072
184,2239,0.5161002296110789
185,2242,0.6961876602270763
186,2243,0.8575621775893282
187,2244,0.48365303630259704
188,2245,0.8127467381145212
189,2246,0.8533509817848548
190,2247,0.8202432563819523
191,2248,0.8295048706615509
192,2250,0.866885823126197
193,2251,0.8491492575058524
194,2254,0.9313960777136909
195,2255,0.8571428571428572
196,2256,0.8417237721817988
197,2257,0.8898716291357935
198,2258,0.7999999999999999
199,2260,0.222989094964697
200,2261,0.796529177937023
201,2262,0.8128329200681325
202,2263,0.8278884513113458
203,2264,0.8881008680684365
204,2265,0.7983648530834424
205,2266,0.9142379343877622
206,2267,0.8901974305390336
207,2268,0.9052539539414062
208,2269,0.6416858496854365
209,2270,0.2296464593689192
210,2271,0.6666666666666669
211,2273,0.7325886315065459
212,2274,0.8919092978663289
213,2275,0.835920799223912
214,2276,0.8178778021014912
215,2277,0.848620913596815
216,2278,0.8277103000028316
217,2279,0.7975210867177892
218,2280,0.8926280335467708
219,2281,0.8203529840026929
220,2282,0.9323542860934378
221,2283,0.9255969525372141
222,2284,0.9095825106486304
223,2285,0.9024074677009082
224,2286,0.7698345228861239
225,2287,0.8947559797426127
226,2288,0.7754433699338666
227,2289,0.3628982732049805
228,2290,0.6855430038775424
